user_id	user_ground_truths	user_top_k_prediction
50046	[60458, 80043, 44736, 40758, 52460, 83627, 55984, 42781, 55218, 63091, 43757, 43758, 50582, 70685, 83333, 673, 37861]	[28644, 949, 42781, 23162, 24194, 42217, 46448, 61576, 44723, 52460, 28650, 30349, 52618, 63715, 39458, 43757, 44740, 60458, 40758, 41210, 50582, 42830, 65823, 83627, 57967, 63091, 55218, 37861, 35390, 44736, 66369, 54088, 42826, 71317, 35383, 59849, 36581, 46344, 46967, 673, 52619, 46346, 42354, 44733, 63237, 7950, 44744, 55984, 56660, 46831, 61569, 72260, 50532, 5919, 46045, 11834, 47019, 43758, 7953, 70685, 35384, 42780, 75618, 63089, 40335, 7926, 28880, 52615, 64821, 37717, 57966, 44159, 83333, 61747, 46895, 47018, 71791, 46684, 43759, 36033, 53625, 39779, 56285, 43901, 37727, 44728, 44681, 52433, 44727, 42350, 39958, 52432, 33083, 61529, 44716, 57783, 53647, 38213, 7946, 45822]
50047	[79534, 82938, 38725, 56589, 73975, 70863, 78603, 11188, 79749, 75470, 76861, 51974, 93, 64390, 66892, 66893]	[56585, 66893, 76861, 82938, 38725, 66892, 64390, 72332, 78603, 70863, 37236, 75470, 56589, 79534, 59728, 73975, 56619, 48969, 56590, 53025, 63575, 66871, 50088, 61979, 52965, 67527, 56624, 76836, 43622, 56614, 73870, 79699, 86960, 56586, 63566, 78116, 56606, 72322, 55374, 56616, 55509, 56615, 72160, 81258, 56621, 88447, 61980, 50083, 71957, 51433, 56583, 82590, 72482, 72600, 78608, 65527, 60951, 56591, 56617, 51437, 72485, 56576, 79749, 48245, 11188, 67891, 51974, 66886, 80916, 49087, 81050, 49143, 89493, 52428, 51431, 82607, 60636, 51435, 60946, 55127, 51427, 78447, 56623, 56593, 66889, 83472, 71858, 60210, 56613, 56584, 72925, 60190, 93, 48184, 88479, 51430, 72494, 74315, 56386, 78451]
50048	[75601, 76540, 83029, 56163, 53985, 67425, 79798, 37875, 86974, 54010, 54011, 62447, 80867, 58101, 68074, 68080, 65441, 78078, 79147, 54000, 65444, 81074, 62582, 79592, 80808, 80866]	[28244, 76819, 37869, 53997, 72167, 37879, 63426, 54000, 68071, 28242, 67423, 65437, 37847, 63429, 67431, 65444, 53985, 76814, 67425, 37865, 68793, 67430, 78079, 53986, 63434, 76570, 62296, 68076, 37864, 37886, 37875, 61206, 79587, 37854, 54025, 68074, 65447, 68115, 37868, 63405, 75601, 70127, 37866, 64323, 62447, 60921, 63427, 81665, 37858, 73202, 81824, 79577, 80629, 83756, 63432, 54010, 81674, 73768, 63393, 74863, 63435, 68105, 63430, 81664, 27087, 63456, 73338, 76540, 66939, 67419, 37848, 72166, 61133, 62448, 65442, 71742, 62794, 65451, 84214, 73336, 76756, 53992, 68116, 56169, 79584, 65448, 70668, 60552, 70130, 63409, 76813, 78309, 79593, 68078, 63423, 76812, 67432, 70417, 68080, 53987]
50049	[6830, 1364, 21705, 33282, 83696, 29935, 13013, 33598, 8495, 27344, 44487, 51246, 62058, 83010, 20225, 39904, 57603, 36676, 10585, 66130, 40329, 54831, 27296, 39012, 50818, 63214, 48645, 49697, 36470, 64003, 63186, 80794, 76315, 51533, 79497, 66100, 58767, 36669, 57923, 36679, 19062]	[769, 13033, 27341, 27344, 52463, 48074, 21134, 40329, 41752, 49731, 43750, 44487, 13024, 890, 13038, 21170, 49657, 48619, 43522, 33578, 49708, 36448, 41392, 29210, 33598, 5909, 49714, 64135, 10907, 44484, 55337, 13013, 57923, 49634, 46223, 36679, 52937, 37233, 46224, 48737, 41275, 7468, 27354, 49723, 28785, 36669, 49704, 5891, 20148, 48645, 36916, 41709, 10515, 29935, 37906, 49718, 41720, 894, 53047, 27355, 21548, 50818, 51173, 49726, 36676, 45725, 53541, 42619, 891, 41914, 62944, 8199, 52655, 41393, 57076, 5225, 48685, 49706, 46149, 43250, 7891, 39572, 51255, 67455, 39902, 49809, 49138, 49705, 51219, 20946, 3737, 545, 59991, 7423, 496, 39615, 37173, 39012, 8193, 683]
50050	[63706, 14281, 86412, 59217, 26519, 80860, 26520, 84516, 65615, 38901, 87563, 77652, 71721, 32815, 66929, 53002, 54907, 17213, 87170, 68766, 83579, 89088]	[66753, 67577, 47394, 16285, 58924, 51531, 15025, 73119, 46171, 62397, 53889, 40880, 59217, 53002, 38901, 26518, 17260, 21700, 85192, 76604, 17213, 68526, 69874, 26520, 87563, 83579, 77652, 54321, 21695, 89088, 32815, 54117, 68770, 40624, 71720, 84516, 58943, 57571, 88566, 71721, 85027, 40623, 81982, 68963, 41139, 64928, 59221, 46172, 72455, 75641, 51079, 80860, 45126, 71716, 67573, 57570, 14281, 46226, 64826, 24005, 26519, 53894, 83577, 53321, 87170, 40883, 3279, 61917, 58944, 68766, 69870, 57573, 17259, 56075, 75562, 43585, 56076, 52488, 45277, 81784, 50411, 88349, 86412, 64312, 87168, 69390, 75642, 40622, 81782, 79746, 15671, 66112, 19116, 60205, 16670, 51356, 83580, 81777, 57503, 67119]
50051	[46200, 71176, 49131, 49726, 62003, 82756, 58796, 49704, 49705, 71390, 86333, 48737, 769, 52463, 80255, 40513, 68680, 81908, 40329, 46139, 64600, 78223, 75779, 61029, 64160, 67948, 86068, 86939, 27354, 83233, 65329]	[52463, 41392, 13033, 49731, 48619, 37172, 27354, 40329, 41752, 44487, 27344, 74168, 769, 59993, 52937, 37173, 41405, 27341, 80255, 57446, 53554, 49655, 62944, 43522, 37233, 37179, 66336, 71272, 59998, 41393, 53540, 63194, 63983, 61029, 68738, 50475, 49708, 46139, 68680, 49694, 50818, 86068, 49634, 67948, 52907, 61235, 29936, 49704, 64956, 52911, 38690, 75779, 48685, 38684, 21134, 41720, 49726, 73486, 36681, 35447, 64600, 61190, 60003, 68461, 37231, 59964, 46149, 49705, 48737, 39810, 52090, 49719, 10906, 55335, 81908, 13013, 58798, 46200, 55386, 67450, 63618, 73492, 53549, 78001, 67863, 10915, 37224, 46130, 76208, 82756, 40513, 26211, 51536, 48690, 67874, 69223, 70914, 21170, 49714, 67455]
50052	[80959, 80960, 80967, 85672, 48656, 84971, 52960, 65703, 61233, 24973, 80251, 24974, 80973, 61234, 74045, 87618, 51604, 79831, 71578, 74567, 54101, 42612, 67683, 59434, 62290, 74037, 48660, 88211, 66448, 43506, 54381, 65436, 85305, 24976, 77741, 39015, 78167]	[61233, 43506, 24973, 52960, 41735, 48660, 80251, 61234, 85305, 24974, 43634, 59428, 59122, 51604, 71583, 87618, 66448, 71197, 65436, 80796, 55659, 74836, 62006, 37172, 71578, 41403, 68738, 45678, 37157, 13033, 68123, 74567, 44641, 74183, 74003, 63182, 57768, 64925, 52231, 41746, 74008, 58856, 68672, 68136, 49655, 37282, 45694, 67476, 48656, 68138, 50395, 75930, 71847, 66974, 58928, 62011, 43678, 75017, 48125, 68148, 46489, 73983, 47042, 78167, 49731, 52853, 74037, 71372, 62715, 80959, 62129, 39217, 60016, 51071, 50069, 61235, 67110, 59434, 58799, 71191, 76591, 73827, 68152, 79837, 62000, 72996, 42612, 70600, 41765, 58764, 58755, 66511, 38690, 37240, 84041, 38777, 71063, 46118, 61654, 64605]
50053	[33798, 59944, 80860, 61184, 7685, 71952, 60800, 63054, 47792, 59588, 86180, 68345, 17676, 69672, 82192, 64765, 47478, 51560, 76247, 68210, 63055, 63053, 60680, 60668, 71969, 79827, 60726, 72373, 60754, 53873, 56362, 77632, 63684, 56652]	[56747, 67048, 55257, 63174, 56362, 28721, 46712, 51455, 39974, 55263, 40220, 59805, 28739, 72122, 54666, 53254, 53873, 59588, 42705, 59582, 63572, 70401, 39742, 59195, 60539, 32815, 47792, 63570, 24975, 56758, 43625, 39487, 61950, 66653, 27411, 43700, 53244, 66147, 28918, 66377, 71767, 60929, 56652, 72982, 55210, 46710, 85046, 55663, 50411, 56363, 59808, 71308, 59944, 55118, 61387, 50511, 37064, 26551, 73275, 37245, 58144, 60475, 59207, 64765, 60726, 68210, 69723, 17676, 73565, 47477, 65804, 59120, 50399, 74617, 60713, 46711, 70410, 70220, 77632, 51932, 62684, 40191, 45815, 66899, 53927, 48135, 68594, 39743, 69863, 66873, 60680, 76061, 46226, 48883, 43616, 13491, 25137, 57868, 55278, 38961]
50054	[22629, 50678, 57371, 57314, 53556, 68295, 13515, 57347, 50673, 36180, 66388, 57766, 41891, 52622, 17892, 85837, 70361, 73893, 38684, 83453, 80264, 55184, 50450, 38219, 65164, 63998, 81039, 56192, 29186, 47212, 50743, 29581, 52231, 54886]	[44451, 52660, 50673, 48891, 70325, 44277, 80264, 17825, 56192, 57132, 30226, 50877, 38219, 50678, 22629, 52625, 65164, 71905, 78783, 29186, 50881, 63584, 18967, 46447, 48069, 68543, 76311, 60319, 49045, 36180, 66026, 59645, 59436, 57766, 63082, 31597, 48415, 57128, 52989, 50450, 50743, 57832, 53255, 65039, 54223, 48874, 78364, 60910, 53556, 52622, 30244, 62554, 60288, 44553, 68295, 55436, 57673, 61929, 50745, 57371, 47212, 70361, 46644, 66388, 69912, 51665, 50741, 52735, 57133, 47490, 81872, 65048, 50750, 36533, 31163, 54885, 29874, 44415, 64107, 60491, 59819, 47213, 55184, 40825, 81039, 29581, 52736, 70323, 9026, 68220, 57131, 70426, 49047, 57138, 70114, 84521, 52983, 65163, 46929, 70281]
50055	[46059, 80251, 52835, 75009, 81063, 68183, 48642, 71339, 33839, 46974, 84894, 70370, 59792, 69731, 56247, 64107, 70333, 52854, 61804, 22916, 72152, 86607, 89127, 76388, 74575, 88815, 47352, 73956, 85510, 69125, 38224, 82080, 57756, 44063, 26837, 73507]	[56962, 61770, 46974, 52854, 43750, 57834, 39038, 76360, 80059, 47352, 52835, 57756, 4145, 36568, 48125, 54659, 36708, 74459, 41832, 52074, 61804, 48242, 33839, 73956, 73507, 48199, 88815, 74575, 73934, 44236, 71339, 22916, 86607, 82080, 86363, 63852, 62491, 80251, 47812, 68148, 45750, 69731, 89127, 47197, 44235, 7087, 87390, 38720, 76388, 62412, 63732, 81938, 44230, 57631, 11582, 68183, 70333, 64500, 70370, 45748, 73945, 73935, 67856, 61774, 44063, 60953, 76003, 85311, 39032, 26380, 55331, 83216, 34059, 44228, 60026, 62959, 61233, 26837, 51837, 73900, 48933, 60345, 73961, 48642, 56247, 61812, 73508, 61777, 66050, 39089, 79830, 73950, 73003, 75242, 73001, 44558, 71847, 85510, 64588, 45747]
50056	[28880, 42232, 47849, 47850, 17297, 5358, 21841, 19197, 6293, 11639, 35461, 27892, 16397, 30529, 6289, 15035, 30534, 9677, 7716, 29932, 12814, 12834, 59253, 50763, 59254, 59252, 28871, 7718, 7939, 35842, 38223, 30465, 25151, 41804, 24883, 5383, 16937, 18047, 19480, 17058, 525, 38272, 15129, 42066, 17268, 29919, 33020, 13445, 43901, 35681, 30528, 15357, 5578, 32755, 31000, 23596, 39911, 68296, 32047, 52388, 11851, 57755, 43902, 39391, 27893, 9626, 22021, 59014, 24265, 21831, 15168, 24930, 5577, 6794, 9422, 16965, 26112, 4936, 5041, 54091, 64818, 45187, 45161]	[15129, 6890, 23611, 29926, 22223, 5604, 29919, 33020, 6580, 17268, 17058, 10576, 10584, 7891, 42066, 42130, 10590, 525, 20072, 6902, 5649, 42951, 54221, 25388, 1252, 4130, 6620, 6289, 38905, 12905, 30231, 40348, 44924, 28880, 6582, 14768, 12914, 35461, 10662, 33469, 12356, 1256, 13025, 1758, 29932, 18047, 1546, 15035, 29763, 12256, 19197, 5077, 6877, 1603, 1559, 55218, 5358, 10656, 12804, 12808, 23596, 55156, 16397, 28871, 17297, 34833, 21831, 32747, 6293, 8150, 43902, 10651, 31000, 7950, 26720, 21534, 21841, 7024, 7919, 9677, 5605, 28366, 24265, 62776, 8189, 12684, 12794, 35800, 11665, 32755, 42232, 12367, 10646, 32689, 21139, 8066, 39911, 21345, 26793, 27911]
50057	[28809, 63816, 62681, 58069, 68177, 53738, 28732, 54666, 56469, 38753, 52863, 73275, 25257, 38961, 68601, 26210]	[54666, 28809, 43750, 59805, 33466, 38753, 48814, 48421, 64081, 26210, 38961, 54659, 73275, 36471, 49138, 42427, 61378, 63816, 50525, 52850, 41906, 62681, 36468, 53779, 36448, 50498, 38959, 52863, 60539, 69239, 68177, 42725, 52867, 41914, 68601, 38720, 77226, 28782, 56469, 81842, 7891, 28755, 63289, 28723, 38718, 52866, 50485, 50511, 28732, 36462, 45797, 53311, 58069, 42726, 16, 51455, 53307, 28739, 66661, 43618, 84415, 68344, 72579, 42728, 48645, 71618, 48188, 50513, 60899, 63294, 28785, 48383, 55500, 48171, 57066, 38680, 41918, 63815, 28799, 36463, 45974, 178, 39026, 25257, 38665, 41920, 64984, 75107, 51454, 28811, 54618, 38728, 63818, 44891, 80300, 28804, 57632, 50523, 50515, 50526]
50058	[46315, 52101, 71153, 65508, 12373, 57371, 22000, 79333, 32652, 19374, 45787, 37074, 34010, 78533, 67362, 8145, 40383, 26402, 42202, 61285, 62498, 72734, 23637, 42203, 61826, 67487]	[62498, 42202, 67362, 4237, 52591, 8189, 26402, 47853, 66805, 53451, 67487, 61856, 22687, 59186, 34755, 72758, 40383, 65508, 59129, 52101, 46886, 45787, 72734, 12373, 69195, 2950, 61285, 46007, 37074, 78533, 57369, 55392, 65969, 64104, 63646, 7087, 80035, 57371, 41234, 63699, 25376, 58163, 23637, 59608, 54390, 42388, 42203, 30522, 26505, 71153, 45408, 60021, 62519, 52162, 76636, 63128, 45411, 64107, 25547, 70981, 19374, 32652, 34010, 48454, 22629, 60925, 79333, 46339, 47791, 22816, 45181, 5260, 7919, 70359, 12360, 59345, 22000, 46315, 64193, 45409, 51820, 34460, 57102, 44196, 77620, 44553, 30826, 42200, 52024, 67166, 26409, 75247, 65092, 58745, 58744, 50179, 27843, 26455, 64103, 33025]
50059	[61335, 36457, 52463, 57937, 50399, 52839, 53945, 59945, 36448, 49138, 36471, 38959, 58906, 73280, 39026, 36458, 46709, 61372, 64536, 57460, 83248, 67250]	[43750, 36448, 36471, 49138, 38959, 52839, 42725, 48155, 39026, 38718, 49723, 36457, 38753, 54666, 48814, 42726, 54659, 28785, 53541, 36458, 45797, 52860, 59805, 42728, 52853, 50523, 39029, 64250, 48645, 28809, 52558, 41906, 53945, 48171, 46709, 36473, 58906, 41912, 62010, 26553, 57066, 64566, 50151, 52565, 54662, 52559, 61378, 38665, 48548, 48164, 41911, 64536, 39037, 49709, 48157, 41918, 43634, 38664, 48840, 26542, 55377, 48653, 48138, 38728, 46695, 36449, 49146, 64415, 28739, 63816, 54723, 38751, 51964, 24989, 38727, 52463, 60345, 48438, 50520, 38720, 62964, 50525, 70869, 49697, 65531, 57460, 38743, 74345, 64545, 71798, 83248, 64543, 74038, 73280, 57463, 71297, 48650, 50487, 48843, 64570]
50060	[54296, 44459, 68926, 37144, 48689, 68927, 37398, 44845, 52462, 65822, 48536, 51896, 51897, 51898, 46961, 67806, 67808, 64779, 32931, 74788, 50583, 67805, 73623, 74793, 64787, 35064, 41262, 40496, 44156, 52190, 68973, 15056]	[48847, 48536, 50580, 67806, 51896, 46961, 54296, 50584, 51898, 51897, 45453, 64779, 32931, 67808, 67805, 22794, 45454, 71314, 73623, 44426, 74793, 50583, 64787, 74788, 45455, 68926, 61596, 67810, 45451, 41262, 51899, 52462, 45855, 44459, 44845, 11857, 56982, 48689, 64776, 67804, 65297, 65293, 28880, 45456, 44435, 52188, 56967, 64001, 63997, 44433, 48848, 44436, 52190, 64784, 44434, 54297, 64777, 44455, 44445, 47772, 45854, 35482, 52201, 45857, 88079, 76884, 56961, 56965, 52189, 59301, 59302, 42831, 73627, 60183, 86238, 52200, 73046, 65298, 63994, 44469, 74462, 65044, 68927, 65817, 73427, 62734, 46828, 35686, 48533, 62438, 42822, 7950, 42826, 74047, 65299, 68971, 50581, 949, 55962, 45860]
50061	[67911, 24168, 28088, 57880, 44514, 76557, 46133, 78989, 59095, 87717, 22847, 44228, 44266, 44259, 22919, 80863, 89057, 83096]	[44228, 44245, 57894, 44514, 59094, 44234, 38781, 49049, 57846, 76551, 44218, 44226, 52874, 76557, 67911, 76553, 46133, 57850, 88162, 73898, 57840, 60487, 44219, 57838, 44266, 89471, 22847, 57883, 57740, 44515, 44227, 57841, 80863, 44230, 70370, 57853, 24168, 47197, 44224, 57839, 60489, 57879, 44223, 80207, 89057, 76555, 69405, 65934, 87717, 81095, 22756, 81092, 76552, 83096, 59098, 60485, 59100, 73899, 79432, 84340, 59095, 84212, 74587, 62314, 73107, 86970, 76556, 78989, 76554, 77135, 22839, 78065, 72889, 57881, 57849, 57835, 88064, 87466, 28088, 44259, 86086, 22919, 46857, 70562, 80777, 57880, 87814, 57852, 59096, 89351, 22621, 76388, 76549, 63852, 64285, 88869, 59262, 84210, 57882, 80480]
50062	[54005, 65455, 64333, 80831, 79794, 76757, 63456, 79804, 76698, 79148, 76541, 25971, 83460, 62590, 81683, 59019, 74865, 84242, 64916, 72524, 81699, 85481, 27087, 83054, 60330, 64915, 83286, 76703, 65453, 85629, 80820, 83056, 84889, 70132]	[63456, 83286, 83053, 76698, 27088, 63415, 54024, 80814, 63429, 80809, 70131, 83054, 73338, 71748, 63449, 68174, 83055, 54000, 70130, 76706, 69307, 53997, 54022, 63448, 81699, 27087, 60921, 68793, 72583, 53986, 71742, 63426, 76541, 73597, 79804, 28244, 62797, 73600, 37886, 80817, 83056, 83460, 71745, 76758, 76544, 62793, 63438, 59019, 54005, 65444, 80808, 83293, 63430, 63435, 63437, 83910, 71743, 83869, 86614, 83280, 87617, 78147, 80869, 79148, 70127, 80872, 63442, 62294, 85392, 73337, 63432, 80017, 79803, 79145, 63423, 84887, 64915, 56171, 73768, 84888, 73599, 63425, 79794, 88931, 65455, 76547, 83289, 61206, 76546, 63446, 85973, 78146, 64333, 62450, 74865, 25770, 37888, 63427, 62296, 62794]
50063	[64516, 50520, 48819, 70683, 44891, 69163, 55498, 52839, 58866, 72922, 64250, 52866, 37264, 54325, 65478, 64521, 50522, 70855, 36464, 50506, 64522, 64540, 82986, 50523, 87120, 50525, 60256, 70872, 51557, 78629, 58906, 55255, 52848, 77383, 54333, 52853, 71621, 77537, 68574, 71616, 83744, 88969, 89547, 80523, 76613, 65191, 53018, 54723, 51457, 60351, 60189, 60352, 72817, 53023, 45988, 74401, 76290, 63228, 64232, 78663, 59338, 80302, 68606, 79056, 65537, 88476, 79060, 54332, 75840, 79062, 80525, 45979, 45980]	[38753, 42725, 42726, 42728, 36471, 38959, 54723, 50523, 62563, 60189, 59805, 64250, 52860, 60352, 64566, 50526, 52839, 51964, 60351, 50525, 50520, 53018, 64516, 38718, 59739, 45974, 64570, 51965, 64517, 50519, 48397, 53945, 64540, 70872, 59799, 48500, 70855, 58906, 64993, 41918, 53024, 59742, 52829, 38750, 67529, 52559, 59338, 59733, 57463, 59803, 70885, 53023, 59576, 44891, 73258, 48171, 63228, 49146, 46709, 64596, 59802, 64545, 53022, 54685, 54662, 72817, 54666, 52866, 72930, 55502, 53939, 38728, 65655, 64536, 59800, 78122, 48164, 48439, 70895, 80532, 84068, 59335, 51959, 42729, 54325, 62964, 50505, 71621, 64527, 64521, 59735, 43627, 59332, 70683, 57063, 76607, 63728, 61262, 48883, 48503]
50064	[73017, 60402, 65368, 84094, 61461, 77999, 79826, 63660, 85568, 87467, 65277, 53877, 87322, 24986, 76062, 89483]	[85568, 79826, 61461, 84094, 79047, 79006, 73017, 87322, 48848, 63660, 66870, 76332, 72845, 43627, 65368, 77999, 76062, 69629, 60402, 89483, 65277, 86756, 48373, 37167, 87467, 53877, 24986, 70085, 55278, 53244, 75718, 62037, 85168, 82660, 46352, 43628, 54581, 79816, 66496, 55815, 54043, 54161, 37245, 54548, 68663, 71528, 53927, 50511, 51550, 85533, 55210, 60367, 60346, 14751, 88678, 85563, 60751, 71374, 74211, 48167, 72848, 88766, 62520, 74190, 61757, 81256, 54623, 72716, 86170, 84908, 60941, 87836, 54553, 85226, 83301, 74191, 82929, 82979, 78201, 53918, 77022, 68587, 53653, 46058, 70291, 75717, 84656, 47314, 47270, 70970, 53867, 68720, 70159, 71454, 40191, 62677, 37246, 59798, 37074, 65270]
50065	[89161, 85774, 69765, 64997, 64998, 65869, 63308, 77374, 50411, 45486, 17913, 33357, 67890, 74695, 61257, 63054, 63055, 75516, 57503, 71522, 54795, 57504, 65364, 55444, 78115, 84079, 77847, 63069, 65616, 63070, 80180, 57084, 67887, 68859, 63311, 57083, 54794, 44862, 44864, 66464, 79882, 54079, 59464]	[63053, 64983, 64997, 63055, 65616, 63054, 63056, 57084, 32815, 9518, 57503, 66464, 63311, 50411, 48498, 80180, 44866, 61257, 63069, 63070, 49270, 48528, 13353, 56536, 63061, 26177, 63308, 64998, 69877, 41237, 70986, 63064, 70356, 63057, 56635, 65869, 56538, 34793, 86383, 48529, 84079, 34700, 86057, 72435, 67890, 77847, 64987, 59464, 88311, 54079, 78115, 69765, 63051, 48509, 80407, 33350, 63067, 75274, 13926, 78766, 55663, 80904, 65868, 56275, 81272, 306, 60205, 63306, 80903, 67325, 48524, 63058, 75757, 78717, 67887, 80678, 34694, 65516, 48519, 78112, 59463, 84012, 48521, 68802, 63059, 34797, 50795, 41463, 16079, 15576, 66421, 62161, 51853, 49445, 42683, 80021, 54794, 48497, 78113, 57309]
50066	[70620, 46813, 37725, 19990, 54836, 57674, 59322, 39754, 18768, 38680, 27445, 35906, 6229, 6268, 64157, 17929, 8221, 23618, 13017, 59908, 671, 51048, 9404, 8268, 12728, 51401, 82893, 64087, 20918, 7919, 33093, 42341, 60087, 67260, 19390, 10095, 136, 1743, 55264, 39722, 44470]	[24194, 6190, 33721, 7891, 7468, 545, 8267, 890, 28880, 7716, 12256, 12897, 1024, 45196, 19304, 39192, 7972, 8221, 1539, 8354, 12714, 4839, 18578, 32381, 13053, 12371, 49029, 4292, 136, 13025, 38211, 5097, 40335, 40297, 5225, 10347, 7718, 40329, 61718, 44426, 27068, 36037, 12843, 19990, 673, 20324, 5922, 10095, 35906, 20148, 28878, 9260, 28644, 51048, 419, 1140, 8231, 30962, 13028, 53173, 47523, 8263, 12372, 5111, 8424, 769, 20127, 4867, 7939, 30791, 28770, 50438, 1866, 7953, 45817, 7719, 35880, 18768, 39779, 30715, 6585, 70620, 41005, 894, 53522, 35869, 7919, 1595, 949, 5182, 6229, 6267, 46131, 59922, 35774, 21268, 2441, 20514, 53826, 9404]
50067	[48969, 48421, 77812, 78100, 50088, 72332, 66871, 38753, 15458, 57463, 62649, 26555, 60450, 73810, 63745, 50504, 56746, 90238, 68183, 41365, 67676, 71957, 61710, 70909, 62010, 59947, 79978, 57863, 48500, 65538, 10907, 58064, 68202, 64448, 75101, 75041, 38722, 55719, 48383, 50526, 61980, 62562, 53946, 83830, 64920, 58823, 61394, 76506, 79979]	[48171, 42725, 42726, 42728, 38753, 48883, 36471, 26553, 36448, 26542, 77812, 37245, 56751, 50526, 38959, 38718, 48175, 48486, 51946, 60752, 59805, 48167, 48178, 46694, 48814, 60751, 57463, 36464, 43619, 36453, 60762, 50523, 43620, 46698, 52559, 63821, 42737, 53945, 43750, 37236, 48193, 52965, 52860, 59194, 50525, 54166, 28809, 60211, 38750, 50098, 53308, 63744, 70873, 50506, 68517, 53023, 53307, 65538, 61983, 53311, 48165, 64522, 48840, 10907, 52839, 54662, 52558, 65484, 41231, 48155, 38746, 84068, 60351, 76442, 43627, 51944, 45974, 62696, 38728, 53940, 50097, 71957, 43615, 63294, 54562, 56585, 38663, 64566, 53025, 37246, 60357, 52828, 48968, 61262, 63748, 38716, 48841, 62010, 54666, 58906]
50068	[76552, 52874, 76549, 78989, 76557, 64285, 57879, 63961, 89471, 46133, 85947, 87814, 86970, 44515, 59100, 57838, 76551]	[52874, 44514, 59094, 46133, 59100, 76551, 76557, 57894, 57879, 87814, 59098, 85947, 64285, 76555, 57838, 44245, 89471, 44228, 76552, 59093, 76553, 44515, 59101, 67911, 69405, 84878, 59096, 76549, 57882, 86970, 76554, 87466, 89351, 49049, 46137, 57846, 87813, 73898, 87717, 46857, 59095, 44226, 60485, 59092, 59099, 59097, 88374, 80480, 60489, 63961, 57850, 78989, 70562, 69605, 76556, 44218, 44227, 57840, 38781, 57881, 76392, 60487, 88162, 84340, 65259, 89832, 59262, 83984, 55365, 44234, 57853, 73899, 67905, 74583, 81095, 81092, 79432, 70565, 36809, 80481, 52670, 68953, 89472, 84560, 87756, 57841, 57883, 80207, 44223, 22847, 88064, 63586, 57849, 44219, 84210, 70370, 78065, 88161, 67907, 44224]
50069	[78533, 53659, 77229, 62870, 61980, 38723, 24989, 75059, 69676, 75205, 67836, 71897, 46864, 61078, 87597, 64996, 72905, 87741, 56386, 70904, 76984, 87280, 82041, 82768, 89413, 56385, 90261, 77530, 59571, 91004, 90101, 87449, 88531, 53515, 71573, 77284, 59544, 83199, 78893, 83105]	[60035, 48883, 53514, 67817, 54723, 67836, 78500, 49868, 72926, 24989, 70401, 62040, 53024, 72911, 70904, 82768, 53944, 60762, 74837, 52966, 70303, 48389, 60944, 86885, 28918, 77229, 72938, 87003, 60946, 59571, 55630, 55509, 46361, 47477, 49535, 71968, 71295, 61013, 55950, 56386, 91004, 53851, 53653, 53659, 77357, 72910, 79043, 71897, 90101, 61078, 52428, 60955, 70876, 53028, 88531, 56370, 80527, 75750, 47476, 27415, 60959, 56585, 72942, 60669, 82100, 53515, 60024, 66876, 89523, 79060, 75059, 70908, 53664, 43417, 48842, 90261, 56376, 60948, 68661, 46357, 59805, 54576, 74936, 59947, 46355, 75044, 63743, 82041, 75731, 59197, 87280, 60962, 55510, 52567, 71562, 77668, 38753, 61980, 53927, 66909]
50070	[75262, 60346, 48672, 52829, 42729, 88362, 38751, 70872, 42726, 88766, 62659, 62668, 41918, 38753, 61378, 68597]	[38753, 42725, 42726, 38959, 42728, 54723, 36471, 53945, 43627, 42729, 52839, 50526, 52860, 48171, 42724, 50523, 55502, 48496, 65530, 50525, 36448, 61262, 78122, 62659, 43628, 42727, 64549, 64594, 42723, 43750, 60346, 62668, 42730, 38718, 48164, 38751, 59805, 64250, 64561, 45971, 48672, 53018, 67529, 38728, 48500, 63748, 70872, 55965, 64598, 59576, 54659, 41918, 38750, 64545, 50520, 53024, 60189, 48155, 52565, 60762, 62010, 48883, 52559, 37245, 71621, 64516, 54666, 44891, 59332, 52853, 71528, 57463, 26542, 70688, 70092, 43619, 45974, 28809, 74244, 78030, 48824, 64596, 56751, 26553, 66909, 61378, 54662, 58892, 64573, 62677, 78657, 43615, 50511, 42735, 64527, 75981, 38727, 52829, 64566, 74038]
50071	[37516, 36562, 53500, 37111, 48059, 50387, 12373, 77691, 7087, 1297, 53438, 39442, 11156, 10048, 30826, 8030, 30624, 32091, 8823, 23608, 57552, 33468, 77620, 45183, 24650, 54351, 41337]	[12373, 30826, 41234, 33025, 26505, 12360, 7087, 42203, 23631, 27068, 25376, 7950, 55067, 77620, 32091, 1297, 42200, 23608, 10388, 31156, 53438, 23613, 27048, 32772, 23642, 7919, 45182, 42202, 38437, 36562, 47912, 30212, 2746, 32084, 30204, 23641, 26431, 30201, 19445, 45183, 53500, 46063, 37111, 30219, 38638, 39413, 33468, 21261, 57552, 5117, 24650, 57119, 32083, 26289, 31276, 30655, 39916, 20849, 23592, 42705, 36550, 23590, 37144, 23579, 25380, 39442, 8863, 36983, 28494, 6817, 43905, 41337, 60138, 54351, 29132, 6805, 12525, 35309, 55392, 53518, 4915, 44691, 26113, 54248, 7971, 23643, 77691, 37516, 62333, 35485, 57534, 5110, 26334, 23297, 64788, 9023, 31952, 48059, 59509, 26290]
